index,type,name,resident,streamed,parentStack
405,xmodelmesh,p7_wes_door_wood_decorative_frame_white_lod04e24cae,256,5488,|p7_wes_door_wood_decorative_frame_white|xmodel|maps/zm/zm_countryside.d3dbsp|gfx_map|zone_source/zm_countryside.zone|csv
406,xmodelmesh,p7_wes_door_wood_full_left_lod33eb01c4b,352,6064,|p7_wes_door_wood_full_left|xmodel|maps/zm/zm_countryside.d3dbsp|gfx_map|zone_source/zm_countryside.zone|csv
407,xmodelmesh,p7_box_wood_01_long_lod4519affb9,352,11552,|p7_box_wood_01_long|xmodel|maps/zm/zm_countryside.d3dbsp|gfx_map|zone_source/zm_countryside.zone|csv
408,xmodelmesh,p7_box_wood_01_small_lod4e4d5ba46,352,8000,|p7_box_wood_01_sm|xmodel|maps/zm/zm_countryside.d3dbsp|gfx_map|zone_source/zm_countryside.zone|csv
409,xmodelmesh,p7_debris_wood_plywood_2x8_bowed_lod0e81730c,1824,0,|p7_debris_wood_plywood_2x8_bowed_dirty|xmodel|maps/zm/zm_countryside.d3dbsp|gfx_map|zone_source/zm_countryside.zone|csv
410,xmodelmesh,p7_zm_der_pswitch_handle_lod063410b3d,464,5376,|p7_zm_der_pswitch_handle|xmodel|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
411,xmodelmesh,p7_door_wood_global_01_rt_lod0694a3f62,384,15264,|p7_door_wood_global_01_rt_white|xmodel|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
412,xmodelmesh,p7_anim_zm_barricade_board_01_lod080d2d065,240,5072,|p7_anim_zm_barricade_board_01|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
413,xmodelmesh,p7_anim_zm_barricade_board_02_lod014b845ac,4064,0,|p7_anim_zm_barricade_board_02|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
414,xmodelmesh,p7_anim_zm_barricade_board_03_lod0e436a2ad,4128,0,|p7_anim_zm_barricade_board_03|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
415,xmodelmesh,p7_anim_zm_barricade_board_04_lod0f3b15342,240,5216,|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
416,xmodelmesh,p7_anim_zm_barricade_board_05_lod0543f9a9a,4032,0,|p7_anim_zm_barricade_board_05|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
417,xmodelmesh,p7_anim_zm_barricade_board_06_lod010010904,4080,0,|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
418,xmodelmesh,c_c_zom_der_hellhound_lod46c92a12,512,56000,|c_zom_der_hellhound_fb|xmodel|c_zom_der_hellhound|character|spawner_zm_factory_zombie_dog|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
419,xmodelmesh,c_zom_zod_zombie_fem_body1_g_rarmspawn_lod08155b704,368,5184,|c_zom_zod_zombie_fem_body1_g_rarmspawn|xmodel|c_zom_zod_zombie_body1_gib_def_hat2|scriptbundle|c_zom_zod_zombie2_tie_hat2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
420,xmodelmesh,c_zom_zod_zombie_fem_body1_g_rlegspawn_lod053f29eef,4208,0,|c_zom_zod_zombie_fem_body1_g_rlegspawn|xmodel|c_zom_zod_zombie_body1_gib_def_hat2|scriptbundle|c_zom_zod_zombie2_tie_hat2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
421,xmodelmesh,c_zom_zod_zombie_fem_body1_g_larmspawn_lod0539c617e,368,5088,|c_zom_zod_zombie_fem_body1_g_larmspawn|xmodel|c_zom_zod_zombie_body1_gib_def_hat2|scriptbundle|c_zom_zod_zombie2_tie_hat2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
422,xmodelmesh,c_zom_zod_zombie_fem_body1_g_llegspawn_lod056fb478,4240,0,|c_zom_zod_zombie_fem_body1_g_llegspawn|xmodel|c_zom_zod_zombie_body1_gib_def_hat2|scriptbundle|c_zom_zod_zombie2_tie_hat2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
423,xmodelmesh,c_zom_zod_zombie_hat1_skin2_lod412004864,2208,0,|c_zom_zod_zombie_hat1_skin2|xmodel|c_zom_zod_zombie2_tie_hat1_skin2|character|spawner_zm_zod_zombie2_skin2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
424,xmodelmesh,c_zom_zod_zombie_body3_skin2_lod4db454c15,704,51776,|c_zom_zod_zombie_body3_skin2|xmodel|c_zom_zod_zombie3_nohat_skin2|character|spawner_zm_zod_zombie3_skin2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
425,xmodelmesh,c_zom_zod_zombie_head3_lod436ea1ba8,336,27904,|c_zom_zod_zombie_head3|xmodel|c_zom_zod_zombie3_nohat|character|spawner_zm_zod_zombie|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
426,xmodelmesh,c_zom_zod_zombie_hat1_skin1_lod4e4696ba5,2288,0,|c_zom_zod_zombie_hat1_skin1|xmodel|c_zom_zod_zombie2_tie_hat1_skin1|character|spawner_zm_zod_zombie2_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
427,xmodelmesh,c_zom_zod_zombie_body3_g_upclean_skin1_lod4e7cee457,528,33888,|c_zom_zod_zombie_body3_g_upclean_skin1|xmodel|c_zom_zod_zombie3_nohat_skin1|character|spawner_zm_zod_zombie3_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
428,xmodelmesh,c_zom_zod_zombie_body3_g_rarmoff_skin2_lod4fbe152ab,624,34688,|c_zom_zod_zombie_body3_g_rarmoff_skin2|xmodel|c_zom_zod_zombie3_nohat_skin2|character|spawner_zm_zod_zombie3_skin2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
429,xmodelmesh,c_zom_zod_zombie_body3_g_larmoff_skin2_lod42c76dc81,624,31120,|c_zom_zod_zombie_body3_g_larmoff_skin2|xmodel|c_zom_zod_zombie3_nohat_skin2|character|spawner_zm_zod_zombie3_skin2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
430,xmodelmesh,c_zom_zod_zombie_body1_g_behead_lod43e60b7ab,3136,0,|c_zom_zod_zombie_body1_g_behead|xmodel|c_zom_zod_zombie2_tie_nohat|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
431,xmodelmesh,c_zom_zod_zombie_body1_g_lowclean_skin2_lod46936529c,432,26320,|c_zom_zod_zombie_body1_g_lowclean_skin2|xmodel|c_zom_zod_zombie2_tie_nohat_skin2|character|spawner_zm_zod_zombie2_skin2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
432,xmodelmesh,c_zom_zod_zombie_body1_g_rlegoff_skin2_lod4a76e0440,624,27920,|c_zom_zod_zombie_body1_g_rlegoff_skin2|xmodel|c_zom_zod_zombie2_tie_nohat_skin2|character|spawner_zm_zod_zombie2_skin2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
433,xmodelmesh,c_zom_zod_zombie_body1_g_llegoff_skin2_lod4528a434c,624,26768,|c_zom_zod_zombie_body1_g_llegoff_skin2|xmodel|c_zom_zod_zombie2_tie_nohat_skin2|character|spawner_zm_zod_zombie2_skin2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
434,xmodelmesh,c_zom_zod_zombie_body1_g_blegsoff_skin2_lod4ced04504,624,29008,|c_zom_zod_zombie_body1_g_blegsoff_skin2|xmodel|c_zom_zod_zombie2_tie_nohat_skin2|character|spawner_zm_zod_zombie2_skin2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
435,xmodelmesh,c_zom_zod_zombie_hat2_skin2_lod429faa0fb,2704,0,|c_zom_zod_zombie_hat2_skin2|xmodel|c_zom_zod_zombie2_tie_hat2_skin2|character|spawner_zm_zod_zombie2_skin2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
436,xmodelmesh,c_zom_zod_zombie_body3_g_upclean_skin2_lod49df53f56,528,34096,|c_zom_zod_zombie_body3_g_upclean_skin2|xmodel|c_zom_zod_zombie3_nohat_skin2|character|spawner_zm_zod_zombie3_skin2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
437,xmodelmesh,c_zom_zod_zombie_body3_skin1_lod4b039b459,704,51872,|c_zom_zod_zombie_body3_skin1|xmodel|c_zom_zod_zombie3_nohat_skin1|character|spawner_zm_zod_zombie3_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
438,xmodelmesh,c_zom_zod_zombie_body3_g_rarmoff_skin1_lod42abe2218,624,34528,|c_zom_zod_zombie_body3_g_rarmoff_skin1|xmodel|c_zom_zod_zombie3_nohat_skin1|character|spawner_zm_zod_zombie3_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
439,xmodelmesh,c_zom_zod_zombie_body3_g_larmoff_skin1_lod4b3b63332,624,31120,|c_zom_zod_zombie_body3_g_larmoff_skin1|xmodel|c_zom_zod_zombie3_nohat_skin1|character|spawner_zm_zod_zombie3_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
440,xmodelmesh,c_zom_zod_zombie_body1_g_lowclean_skin1_lod46936529c,432,26320,|c_zom_zod_zombie_body1_g_lowclean_skin1|xmodel|c_zom_zod_zombie2_tie_nohat_skin1|character|spawner_zm_zod_zombie2_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
441,xmodelmesh,c_zom_zod_zombie_body1_g_rlegoff_skin1_lod4b357525d,624,27920,|c_zom_zod_zombie_body1_g_rlegoff_skin1|xmodel|c_zom_zod_zombie2_tie_nohat_skin1|character|spawner_zm_zod_zombie2_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
442,xmodelmesh,c_zom_zod_zombie_body1_g_llegoff_skin1_lod4b547b71e,624,26768,|c_zom_zod_zombie_body1_g_llegoff_skin1|xmodel|c_zom_zod_zombie2_tie_nohat_skin1|character|spawner_zm_zod_zombie2_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
443,xmodelmesh,c_zom_zod_zombie_body1_g_blegsoff_skin1_lod42e5c1413,624,29008,|c_zom_zod_zombie_body1_g_blegsoff_skin1|xmodel|c_zom_zod_zombie2_tie_nohat_skin1|character|spawner_zm_zod_zombie2_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
444,xmodelmesh,c_zom_zod_zombie_hat2_skin1_lod44effec0b,2800,0,|c_zom_zod_zombie_hat2_skin1|xmodel|c_zom_zod_zombie2_tie_hat2_skin1|character|spawner_zm_zod_zombie2_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
445,xmodelmesh,c_zom_zod_zombie_body1_skin1_lod4682cd090,608,55616,|c_zom_zod_zombie_body1_skin1|xmodel|c_zom_zod_zombie1_hat1_skin2|character|spawner_zm_zod_zombie1_skin2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
446,xmodelmesh,c_zom_zod_zombie_head1_1_lod434c9a6ba,432,30640,|c_zom_zod_zombie_head1_1|xmodel|c_zom_zod_zombie1_nohat|character|spawner_zm_zod_zombie|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
447,xmodelmesh,c_zom_zod_zombie_body1_g_upclean_lod4aac744de,320,29840,|c_zom_zod_zombie_body1_g_upclean|xmodel|c_zom_zod_zombie1_nohat|character|spawner_zm_zod_zombie|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
448,xmodelmesh,c_zom_zod_zombie_body1_g_rarmoff_lod4feefe051,512,30880,|c_zom_zod_zombie_body1_g_rarmoff|xmodel|c_zom_zod_zombie1_nohat|character|spawner_zm_zod_zombie|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
449,xmodelmesh,c_zom_zod_zombie_body1_g_larmoff_lod466caf536,320,22416,|c_zom_zod_zombie_body1_g_larmoff|xmodel|c_zom_zod_zombie1_nohat|character|spawner_zm_zod_zombie|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
450,xmodelmesh,c_zom_zod_zombie_fem_body1_skin1_lod42ac287cf,512,50368,|c_zom_zod_zombie_fem_body1_skin1|xmodel|c_zom_zod_zombie_fem1_hat_skin1|character|spawner_zm_zod_zombief_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
451,xmodelmesh,c_zom_zod_zombie_fem_head1_lod49169daeb,336,25888,|c_zom_zod_zombie_fem_head1|xmodel|c_zom_zod_zombie_fem1_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
452,xmodelmesh,c_zom_zod_zombie_fem_body1_g_upclean_skin1_lod488567aa6,432,30800,|c_zom_zod_zombie_fem_body1_g_upclean_skin1|xmodel|c_zom_zod_zombie_fem1_hat_skin1|character|spawner_zm_zod_zombief_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
453,xmodelmesh,c_zom_zod_zombie_fem_body1_g_rarmoff_skin1_lod4488708e5,432,25120,|c_zom_zod_zombie_fem_body1_g_rarmoff_skin1|xmodel|c_zom_zod_zombie_fem1_hat_skin1|character|spawner_zm_zod_zombief_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
454,xmodelmesh,c_zom_zod_zombie_fem_body1_g_larmoff_skin1_lod4eec248a8,624,29872,|c_zom_zod_zombie_fem_body1_g_larmoff_skin1|xmodel|c_zom_zod_zombie_fem1_hat_skin1|character|spawner_zm_zod_zombief_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
455,xmodelmesh,c_zom_zod_zombie_fem_body1_g_behead_lod4625eb76,4032,0,|c_zom_zod_zombie_fem_body1_g_behead|xmodel|c_zom_zod_zombie_fem3_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
456,xmodelmesh,c_zom_zod_zombie_fem_body1_g_lowclean_skin1_lod4bbd963ed,432,20848,|c_zom_zod_zombie_fem_body1_g_lowclean_skin1|xmodel|c_zom_zod_zombie_fem1_hat_skin1|character|spawner_zm_zod_zombief_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
457,xmodelmesh,c_zom_zod_zombie_fem_body1_g_rlegoff_skin1_lod4365cb36c,624,24320,|c_zom_zod_zombie_fem_body1_g_rlegoff_skin1|xmodel|c_zom_zod_zombie_fem1_hat_skin1|character|spawner_zm_zod_zombief_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
458,xmodelmesh,c_zom_zod_zombie_fem_body1_g_llegoff_skin1_lod4c37c128,624,23136,|c_zom_zod_zombie_fem_body1_g_llegoff_skin1|xmodel|c_zom_zod_zombie_fem1_hat_skin1|character|spawner_zm_zod_zombief_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
459,xmodelmesh,c_zom_zod_zombie_fem_body1_g_blegsoff_skin1_lod4999914ee,720,26880,|c_zom_zod_zombie_fem_body1_g_blegsoff_skin1|xmodel|c_zom_zod_zombie_fem1_hat_skin1|character|spawner_zm_zod_zombief_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
460,xmodelmesh,c_zom_zod_zombie_fem_hat1_lod4ca726e2c,240,7344,|c_zom_zod_zombie_fem_hat1|xmodel|c_zom_zod_zombie_fem3_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
461,xmodelmesh,c_zom_zod_zombie_fem_body3_skin1_lod4eea7fbf0,416,45616,|c_zom_zod_zombie_fem_body3_skin1|xmodel|c_zom_zod_zombie_fem3_skin1|character|spawner_zm_zod_zombief_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
462,xmodelmesh,c_zom_zod_zombie_fem_body3_intestine_lod4267293a9,1552,0,|c_zom_zod_zombie_fem_body3_intestine|xmodel|c_zom_zod_zombie_fem3_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
463,xmodelmesh,c_zom_zod_zombie_fem_body3_g_upclean_skin1_lod454a47809,336,26176,|c_zom_zod_zombie_fem_body3_g_upclean_skin1|xmodel|c_zom_zod_zombie_fem3_skin1|character|spawner_zm_zod_zombief_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
464,xmodelmesh,c_zom_zod_zombie_fem_body3_g_rarmoff_skin1_lod43ffd2d80,432,19488,|c_zom_zod_zombie_fem_body3_g_rarmoff_skin1|xmodel|c_zom_zod_zombie_fem3_skin1|character|spawner_zm_zod_zombief_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
465,xmodelmesh,c_zom_zod_zombie_fem_body3_g_larmoff_skin1_lod4219a3d22,528,26144,|c_zom_zod_zombie_fem_body3_g_larmoff_skin1|xmodel|c_zom_zod_zombie_fem3_skin1|character|spawner_zm_zod_zombief_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
466,xmodelmesh,c_zom_zod_zombie_fem_body3_g_lowclean_skin1_lod4e3c4d512,336,21392,|c_zom_zod_zombie_fem_body3_g_lowclean_skin1|xmodel|c_zom_zod_zombie_fem3_skin1|character|spawner_zm_zod_zombief_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
467,xmodelmesh,c_zom_zod_zombie_fem_body3_g_rlegoff_skin1_lod49e45296d,528,23216,|c_zom_zod_zombie_fem_body3_g_rlegoff_skin1|xmodel|c_zom_zod_zombie_fem3_skin1|character|spawner_zm_zod_zombief_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
468,xmodelmesh,c_zom_zod_zombie_fem_body3_g_llegoff_skin1_lod4b081a659,544,24576,|c_zom_zod_zombie_fem_body3_g_llegoff_skin1|xmodel|c_zom_zod_zombie_fem3_skin1|character|spawner_zm_zod_zombief_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
469,xmodelmesh,c_zom_zod_zombie_fem_body3_g_blegsoff_skin1_lod41d37185b,736,27200,|c_zom_zod_zombie_fem_body3_g_blegsoff_skin1|xmodel|c_zom_zod_zombie_fem3_skin1|character|spawner_zm_zod_zombief_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
470,xmodelmesh,c_zom_zod_zombie_fem_head2_nohair_lod4aa81674e,336,27280,|c_zom_zod_zombie_fem_head2_nohair|xmodel|c_zom_zod_zombie_fem3_skin1|character|spawner_zm_zod_zombief_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
471,xmodelmesh,c_zom_zod_zombie_fem_body1_lod46d51f8c1,512,50560,|c_zom_zod_zombie_fem_body1|xmodel|c_zom_zod_zombie_fem1_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
472,xmodelmesh,c_zom_zod_zombie_fem_body1_g_upclean_lod455b3c1dc,432,30832,|c_zom_zod_zombie_fem_body1_g_upclean|xmodel|c_zom_zod_zombie_fem1_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
473,xmodelmesh,c_zom_zod_zombie_fem_body1_g_rarmoff_lod4a4a556f,432,25120,|c_zom_zod_zombie_fem_body1_g_rarmoff|xmodel|c_zom_zod_zombie_fem1_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
474,xmodelmesh,c_zom_zod_zombie_fem_body1_g_larmoff_lod496bd717f,624,29872,|c_zom_zod_zombie_fem_body1_g_larmoff|xmodel|c_zom_zod_zombie_fem1_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
475,xmodelmesh,c_zom_zod_zombie_fem_body1_g_lowclean_lod46f7f9827,432,20848,|c_zom_zod_zombie_fem_body1_g_lowclean|xmodel|c_zom_zod_zombie_fem1_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
476,xmodelmesh,c_zom_zod_zombie_fem_body1_g_rlegoff_lod471d39ef1,624,24320,|c_zom_zod_zombie_fem_body1_g_rlegoff|xmodel|c_zom_zod_zombie_fem1_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
477,xmodelmesh,c_zom_zod_zombie_fem_body1_g_llegoff_lod48a7c3240,624,23136,|c_zom_zod_zombie_fem_body1_g_llegoff|xmodel|c_zom_zod_zombie_fem1_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
478,xmodelmesh,c_zom_zod_zombie_fem_body1_g_blegsoff_lod46d97248c,720,26880,|c_zom_zod_zombie_fem_body1_g_blegsoff|xmodel|c_zom_zod_zombie_fem1_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
479,xmodelmesh,c_zom_zod_zombie_fem_body3_lod47603c4a5,416,45536,|c_zom_zod_zombie_fem_body3|xmodel|c_zom_zod_zombie_fem3_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
480,xmodelmesh,c_zom_zod_zombie_fem_head2_lod473db0e3e,336,29168,|c_zom_zod_zombie_fem_head2|xmodel|c_zom_zod_zombie_fem3_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
481,xmodelmesh,c_zom_zod_zombie_fem_body3_g_upclean_lod4549d0c9d,336,26192,|c_zom_zod_zombie_fem_body3_g_upclean|xmodel|c_zom_zod_zombie_fem3_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
482,xmodelmesh,c_zom_zod_zombie_fem_body3_g_rarmoff_lod460dd27a6,432,19488,|c_zom_zod_zombie_fem_body3_g_rarmoff|xmodel|c_zom_zod_zombie_fem3_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
483,xmodelmesh,c_zom_zod_zombie_fem_body3_g_larmoff_lod4179a4380,528,26144,|c_zom_zod_zombie_fem_body3_g_larmoff|xmodel|c_zom_zod_zombie_fem3_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
484,xmodelmesh,c_zom_zod_zombie_fem_body3_g_lowclean_lod4eb67ca10,336,21392,|c_zom_zod_zombie_fem_body3_g_lowclean|xmodel|c_zom_zod_zombie_fem3_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
485,xmodelmesh,c_zom_zod_zombie_fem_body3_g_rlegoff_lod410bb113e,528,23216,|c_zom_zod_zombie_fem_body3_g_rlegoff|xmodel|c_zom_zod_zombie_fem3_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
486,xmodelmesh,c_zom_zod_zombie_fem_body3_g_llegoff_lod4b4d29ef,544,24576,|c_zom_zod_zombie_fem_body3_g_llegoff|xmodel|c_zom_zod_zombie_fem3_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
487,xmodelmesh,c_zom_zod_zombie_fem_body3_g_blegsoff_lod4bf018848,736,27200,|c_zom_zod_zombie_fem_body3_g_blegsoff|xmodel|c_zom_zod_zombie_fem3_hat|character|spawner_zm_zod_zombief|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
488,xmodelmesh,c_zom_zod_zombie_body2_skin1_lod42d5f8496,704,55648,|c_zom_zod_zombie_body2_skin1|xmodel|c_zom_zod_zombie2_nohat_skin2|character|spawner_zm_zod_zombie2_skin2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
489,xmodelmesh,c_zom_zod_zombie_head2_lod416afc3a9,448,29232,|c_zom_zod_zombie_head2|xmodel|c_zom_zod_zombie2_tie_nohat|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
490,xmodelmesh,c_zom_zod_zombie_body2_g_upclean_skin1_lod4a00b0c4c,528,37088,|c_zom_zod_zombie_body2_g_upclean_skin1|xmodel|c_zom_zod_zombie2_tie_hat1_skin2|character|spawner_zm_zod_zombie2_skin2|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
491,xmodelmesh,c_zom_zod_zombie_body2_g_rarmoff_skin1_lod48ab31ac,720,34688,|c_zom_zod_zombie_body2_g_rarmoff_skin1|xmodel|c_zom_zod_zombie2_tie_nohat_skin1|character|spawner_zm_zod_zombie2_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
492,xmodelmesh,c_zom_zod_zombie_body2_g_larmoff_skin1_lod49de11682,720,35328,|c_zom_zod_zombie_body2_g_larmoff_skin1|xmodel|c_zom_zod_zombie2_tie_nohat_skin1|character|spawner_zm_zod_zombie2_skin1|aitype|maps/zm/zm_countryside.d3dbsp|col_map|zone_source/zm_countryside.zone|csv
